,TRANSMITTALNO,ISSUEPURPOSE,PLANNEDCLIENTRETURNDATE,ISSUEDATE,DOCVERSIONNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,ISSNO,DOCDOCCLASS
23,TPC-TC(C0)-CD-22-0644,IFA,2022/08/15,2022/07/15,XH73-2100-004,Field Instrument Air Piping and Tubing Layout of GT2-2 (2/4),B,A,Field Instrument Air Piping and Tubing Layout of GT1-1 (1 of 2)...etc,TC0-1-III02-D2128,王鵬豪  Ext.:25199,IN-0207,A
24,TPC-TC(C0)-CD-22-0644,IFA,2022/08/15,2022/07/15,XH73-2100-005,Field Instrument Air Piping and Tubing Layout of GT2-2 (3/4),B,A,Field Instrument Air Piping and Tubing Layout of GT1-1 (1 of 2)...etc,TC0-1-III02-D2129,王鵬豪  Ext.:25199,IN-0207,A
25,TPC-TC(C0)-CD-22-0644,IFA,2022/08/15,2022/07/15,XH73-2100-006,Field Instrument Air Piping and Tubing Layout of GT2-2 (4/4),B,A,Field Instrument Air Piping and Tubing Layout of GT1-1 (1 of 2)...etc,TC0-1-III02-D2130,王鵬豪  Ext.:25199,IN-0207,A
26,TPC-TC(C0)-CD-22-0644,IFA,2022/08/15,2022/07/15,XH73-2200-001,Field Instrument Air Piping and Tubing Layout of HRSG2-1 (1/2),B,A,Field Instrument Air Piping and Tubing Layout of GT1-1 (1 of 2)...etc,TC0-1-III02-D2119,王鵬豪  Ext.:25199,IN-0207,A
27,TPC-TC(C0)-CD-22-0644,IFA,2022/08/15,2022/07/15,XH73-2200-002,Field Instrument Air Piping and Tubing Layout of HRSG2-1 (2/2),B,A,Field Instrument Air Piping and Tubing Layout of GT1-1 (1 of 2)...etc,TC0-1-III02-D2120,王鵬豪  Ext.:25199,IN-0207,A
28,TPC-TC(C0)-CD-22-0644,IFA,2022/08/15,2022/07/15,XH73-2200-003,Field Instrument Air Piping and Tubing Layout of HRSG2-2 (1/4),B,A,Field Instrument Air Piping and Tubing Layout of GT1-1 (1 of 2)...etc,TC0-1-III02-D2121,王鵬豪  Ext.:25199,IN-0207,A
29,TPC-TC(C0)-CD-22-0644,IFA,2022/08/15,2022/07/15,XH73-2200-004,Field Instrument Air Piping and Tubing Layout of HRSG2-2 (2/4),B,A,Field Instrument Air Piping and Tubing Layout of GT1-1 (1 of 2)...etc,TC0-1-III02-D2122,王鵬豪  Ext.:25199,IN-0207,A
30,TPC-TC(C0)-CD-22-0644,IFA,2022/08/15,2022/07/15,XH73-2200-005,Field Instrument Air Piping and Tubing Layout of HRSG2-2 (3/4),B,A,Field Instrument Air Piping and Tubing Layout of GT1-1 (1 of 2)...etc,TC0-1-III02-D2123,王鵬豪  Ext.:25199,IN-0207,A
31,TPC-TC(C0)-CD-22-0644,IFA,2022/08/15,2022/07/15,XH73-2200-006,Field Instrument Air Piping and Tubing Layout of HRSG2-2 (4/4),B,A,Field Instrument Air Piping and Tubing Layout of GT1-1 (1 of 2)...etc,TC0-1-III02-D2124,王鵬豪  Ext.:25199,IN-0207,A
32,TPC-TC(C0)-CD-22-0644,IFA,2022/08/15,2022/07/15,XH73-2300-001,Field Instrument Air Piping and Tubing Layout of ST2 (1/4),B,A,Field Instrument Air Piping and Tubing Layout of GT1-1 (1 of 2)...etc,TC0-1-III02-D2131,王鵬豪  Ext.:25199,IN-0207,A
33,TPC-TC(C0)-CD-22-0644,IFA,2022/08/15,2022/07/15,XH73-2300-002,Field Instrument Air Piping and Tubing Layout of ST2 (2/4),B,A,Field Instrument Air Piping and Tubing Layout of GT1-1 (1 of 2)...etc,TC0-1-III02-D2132,王鵬豪  Ext.:25199,IN-0207,A
34,TPC-TC(C0)-CD-22-0644,IFA,2022/08/15,2022/07/15,XH73-2300-003,Field Instrument Air Piping and Tubing Layout of ST2 (3/4),B,A,Field Instrument Air Piping and Tubing Layout of GT1-1 (1 of 2)...etc,TC0-1-III02-D2133,王鵬豪  Ext.:25199,IN-0207,A
35,TPC-TC(C0)-CD-22-0644,IFA,2022/08/15,2022/07/15,XH73-2300-004,Field Instrument Air Piping and Tubing Layout of ST2 (4/4),B,A,Field Instrument Air Piping and Tubing Layout of GT1-1 (1 of 2)...etc,TC0-1-III02-D2134,王鵬豪  Ext.:25199,IN-0207,A
36,TPC-TC(C0)-CD-22-0644,IFA,2022/08/15,2022/07/15,XH73-3100-001,Field Instrument Air Piping and Tubing Layout of Warehouse Area (1/4),B,A,Field Instrument Air Piping and Tubing Layout of GT1-1 (1 of 2)...etc,TC0-1-III02-D2147,王鵬豪  Ext.:25199,IN-0207,A
37,TPC-TC(C0)-CD-22-0644,IFA,2022/08/15,2022/07/15,XH73-3100-002,Field Instrument Air Piping and Tubing Layout of Warehouse Area (2/4),B,A,Field Instrument Air Piping and Tubing Layout of GT1-1 (1 of 2)...etc,TC0-1-III02-D2148,王鵬豪  Ext.:25199,IN-0207,A
38,TPC-TC(C0)-CD-22-0644,IFA,2022/08/15,2022/07/15,XH73-3100-003,Field Instrument Air Piping and Tubing Layout of Warehouse Area (3/4),B,A,Field Instrument Air Piping and Tubing Layout of GT1-1 (1 of 2)...etc,TC0-1-III02-D2149,王鵬豪  Ext.:25199,IN-0207,A
39,TPC-TC(C0)-CD-22-0644,IFA,2022/08/15,2022/07/15,XH73-3100-004,Field Instrument Air Piping and Tubing Layout of Warehouse Area (4/4),B,A,Field Instrument Air Piping and Tubing Layout of GT1-1 (1 of 2)...etc,TC0-1-III02-D2150,王鵬豪  Ext.:25199,IN-0207,A
40,TPC-TC(C0)-CD-22-0644,IFA,2022/08/15,2022/07/15,XH73-3100-005,Field Instrument Air Piping and Tubing Layout of Emergency Diesel Generator Area (1/2),B,A,Field Instrument Air Piping and Tubing Layout of GT1-1 (1 of 2)...etc,TC0-1-III02-D2151,王鵬豪  Ext.:25199,IN-0207,A
41,TPC-TC(C0)-CD-22-0644,IFA,2022/08/15,2022/07/15,XH73-3100-006,Field Instrument Air Piping and Tubing Layout of Emergency Diesel Generator Area (2/2),B,A,Field Instrument Air Piping and Tubing Layout of GT1-1 (1 of 2)...etc,TC0-1-III02-D2152,王鵬豪  Ext.:25199,IN-0207,A
42,TPC-TC(C0)-CD-22-0644,IFA,2022/08/15,2022/07/15,XH73-3100-007,Field Instrument Air Piping and Tubing Layout of Wastewater Treatment Area (1/2),B,A,Field Instrument Air Piping and Tubing Layout of GT1-1 (1 of 2)...etc,TC0-1-III02-D2153,王鵬豪  Ext.:25199,IN-0207,A
43,TPC-TC(C0)-CD-22-0644,IFA,2022/08/15,2022/07/15,XH73-3100-008,Field Instrument Air Piping and Tubing Layout of Wastewater Treatment Area (2/2),B,A,Field Instrument Air Piping and Tubing Layout of GT1-1 (1 of 2)...etc,TC0-1-III02-D2141,王鵬豪  Ext.:25199,IN-0207,A
44,TPC-TC(C0)-CD-22-0644,IFA,2022/08/15,2022/07/15,XH73-3200-001,Field Instrument Air Piping and Tubing Layout of Water Treatment Area (1/4),B,A,Field Instrument Air Piping and Tubing Layout of GT1-1 (1 of 2)...etc,TC0-1-III02-D2158,王鵬豪  Ext.:25199,IN-0207,A
45,TPC-TC(C0)-CD-22-0644,IFA,2022/08/15,2022/07/15,XH73-3200-002,Field Instrument Air Piping and Tubing Layout of Water Treatment Area (2/4),B,A,Field Instrument Air Piping and Tubing Layout of GT1-1 (1 of 2)...etc,TC0-1-III02-D2159,王鵬豪  Ext.:25199,IN-0207,A
46,TPC-TC(C0)-CD-22-0644,IFA,2022/08/15,2022/07/15,XH73-3200-003,Field Instrument Air Piping and Tubing Layout of Water Treatment Area (3/4),B,A,Field Instrument Air Piping and Tubing Layout of GT1-1 (1 of 2)...etc,TC0-1-III02-D2160,王鵬豪  Ext.:25199,IN-0207,A
47,TPC-TC(C0)-CD-22-0644,IFA,2022/08/15,2022/07/15,XH73-3200-004,Field Instrument Air Piping and Tubing Layout of Water Treatment Area (4/4),B,A,Field Instrument Air Piping and Tubing Layout of GT1-1 (1 of 2)...etc,TC0-1-III02-D2161,王鵬豪  Ext.:25199,IN-0207,A
48,TPC-TC(C0)-CD-22-0644,IFA,2022/08/15,2022/07/15,XH73-3200-005,Field Instrument Air Piping and Tubing Layout of Ammonia Storage Area,B,A,Field Instrument Air Piping and Tubing Layout of GT1-1 (1 of 2)...etc,TC0-1-III02-D2162,王鵬豪  Ext.:25199,IN-0207,A
49,TPC-TC(C0)-CD-22-0644,IFA,2022/08/15,2022/07/15,XH73-3200-006,Field Instrument Air Piping and Tubing Layout of Lube Oil Storage Area,B,A,Field Instrument Air Piping and Tubing Layout of GT1-1 (1 of 2)...etc,TC0-1-III02-D2163,王鵬豪  Ext.:25199,IN-0207,A
50,TPC-TC(C0)-CD-22-0644,IFA,2022/08/15,2022/07/15,XH73-3200-007,Field Instrument Air Piping and Tubing Layout of Recovery Water Treatment Area (1/2),B,A,Field Instrument Air Piping and Tubing Layout of GT1-1 (1 of 2)...etc,TC0-1-III02-D2164,王鵬豪  Ext.:25199,IN-0207,A
51,TPC-TC(C0)-CD-22-0644,IFA,2022/08/15,2022/07/15,XH73-3200-008,Field Instrument Air Piping and Tubing Layout of Recovery Water Treatment Area (2/2),B,A,Field Instrument Air Piping and Tubing Layout of GT1-1 (1 of 2)...etc,TC0-1-III02-D2154,王鵬豪  Ext.:25199,IN-0207,A
52,TPC-TC(C0)-CD-22-0644,IFA,2022/08/15,2022/07/15,XH73-3300-001,Field Instrument Air Piping and Tubing Layout of Potable Water Tank,B,A,Field Instrument Air Piping and Tubing Layout of GT1-1 (1 of 2)...etc,TC0-1-III02-D2139,王鵬豪  Ext.:25199,IN-0207,A
53,TPC-TC(C0)-CD-22-0644,IFA,2022/08/15,2022/07/15,XH73-3300-002,Field Instrument Air Piping and Tubing Layout of Waste Storage Area,B,A,Field Instrument Air Piping and Tubing Layout of GT1-1 (1 of 2)...etc,TC0-1-III02-D2140,王鵬豪  Ext.:25199,IN-0207,A
54,TPC-TC(C0)-CD-22-0644,IFA,2022/08/15,2022/07/15,XH73-3300-003,Field Instrument Air Piping and Tubing Layout of Main Control Building (1/2),B,A,Field Instrument Air Piping and Tubing Layout of GT1-1 (1 of 2)...etc,TC0-1-III02-D2171,王鵬豪  Ext.:25199,IN-0207,A
55,TPC-TC(C0)-CD-22-0644,IFA,2022/08/15,2022/07/15,XH73-3300-004,Field Instrument Air Piping and Tubing Layout of Main Control Building (2/2),B,A,Field Instrument Air Piping and Tubing Layout of GT1-1 (1 of 2)...etc,TC0-1-III02-D2167,王鵬豪  Ext.:25199,IN-0207,A
56,TPC-TC(C0)-CD-22-0644,IFA,2022/08/15,2022/07/15,XH73-3300-005,Field Instrument Air Piping and Tubing Layout of Administration Building,B,A,Field Instrument Air Piping and Tubing Layout of GT1-1 (1 of 2)...etc,TC0-1-III02-D2168,王鵬豪  Ext.:25199,IN-0207,A
57,TPC-TC(C0)-CD-22-0644,IFA,2022/08/15,2022/07/15,XH73-3400-001,Field Instrument Air Piping and Tubing Layout of Natural Gas Treatment and Metering Station (1/4),B,A,Field Instrument Air Piping and Tubing Layout of GT1-1 (1 of 2)...etc,TC0-1-III02-D2183,王鵬豪  Ext.:25199,IN-0207,A
58,TPC-TC(C0)-CD-22-0644,IFA,2022/08/15,2022/07/15,XH73-3400-002,Field Instrument Air Piping and Tubing Layout of Natural Gas Treatment and Metering Station (2/4),B,A,Field Instrument Air Piping and Tubing Layout of GT1-1 (1 of 2)...etc,TC0-1-III02-D2184,王鵬豪  Ext.:25199,IN-0207,A
59,TPC-TC(C0)-CD-22-0644,IFA,2022/08/15,2022/07/15,XH73-3400-003,Field Instrument Air Piping and Tubing Layout of Natural Gas Treatment and Metering Station (3/4),B,A,Field Instrument Air Piping and Tubing Layout of GT1-1 (1 of 2)...etc,TC0-1-III02-D2185,王鵬豪  Ext.:25199,IN-0207,A
60,TPC-TC(C0)-CD-22-0644,IFA,2022/08/15,2022/07/15,XH73-3400-004,Field Instrument Air Piping and Tubing Layout of Natural Gas Treatment and Metering Station (4/4),B,A,Field Instrument Air Piping and Tubing Layout of GT1-1 (1 of 2)...etc,TC0-1-III02-D2188,王鵬豪  Ext.:25199,IN-0207,A
61,TPC-TC(C0)-CD-22-0644,IFA,2022/08/15,2022/07/15,XH73-3400-005,Field Instrument Air Piping and Tubing Layout of TIAC (1/8),B,A,Field Instrument Air Piping and Tubing Layout of GT1-1 (1 of 2)...etc,TC0-1-III02-D2182,王鵬豪  Ext.:25199,IN-0207,A
62,TPC-TC(C0)-CD-22-0644,IFA,2022/08/15,2022/07/15,XH73-3400-006,Field Instrument Air Piping and Tubing Layout of TIAC (2/8),B,A,Field Instrument Air Piping and Tubing Layout of GT1-1 (1 of 2)...etc,TC0-1-III02-D2142,王鵬豪  Ext.:25199,IN-0207,A
63,TPC-TC(C0)-CD-22-0644,IFA,2022/08/15,2022/07/15,XH73-3400-007,Field Instrument Air Piping and Tubing Layout of TIAC (3/8),B,A,Field Instrument Air Piping and Tubing Layout of GT1-1 (1 of 2)...etc,TC0-1-III02-D2165,王鵬豪  Ext.:25199,IN-0207,A
64,TPC-TC(C0)-CD-22-0644,IFA,2022/08/15,2022/07/15,XH73-3400-008,Field Instrument Air Piping and Tubing Layout of TIAC (4/8),B,A,Field Instrument Air Piping and Tubing Layout of GT1-1 (1 of 2)...etc,TC0-1-III02-D2166,王鵬豪  Ext.:25199,IN-0207,A
65,TPC-TC(C0)-CD-22-0644,IFA,2022/08/15,2022/07/15,XH73-3400-009,Field Instrument Air Piping and Tubing Layout of TIAC (5/8),B,A,Field Instrument Air Piping and Tubing Layout of GT1-1 (1 of 2)...etc,TC0-1-III02-D2169,王鵬豪  Ext.:25199,IN-0207,A
66,TPC-TC(C0)-CD-22-0644,IFA,2022/08/15,2022/07/15,XH73-3400-010,Field Instrument Air Piping and Tubing Layout of TIAC (6/8),B,A,Field Instrument Air Piping and Tubing Layout of GT1-1 (1 of 2)...etc,TC0-1-III02-D2170,王鵬豪  Ext.:25199,IN-0207,A
67,TPC-TC(C0)-CD-22-0644,IFA,2022/08/15,2022/07/15,XH73-3400-011,Field Instrument Air Piping and Tubing Layout of TIAC (7/8),B,A,Field Instrument Air Piping and Tubing Layout of GT1-1 (1 of 2)...etc,TC0-1-III02-D2175,王鵬豪  Ext.:25199,IN-0207,A
68,TPC-TC(C0)-CD-22-0644,IFA,2022/08/15,2022/07/15,XH73-3400-012,Field Instrument Air Piping and Tubing Layout of TIAC (8/8),B,A,Field Instrument Air Piping and Tubing Layout of GT1-1 (1 of 2)...etc,TC0-1-III02-D2176,王鵬豪  Ext.:25199,IN-0207,A
69,TPC-TC(C0)-CD-22-0644,IFA,2022/08/15,2022/07/15,XH73-4300-001,Field Instrument Air Piping and Tubing Layout of Seawater Area (1/2),B,A,Field Instrument Air Piping and Tubing Layout of GT1-1 (1 of 2)...etc,TC0-1-III02-D2135,王鵬豪  Ext.:25199,IN-0207,A
70,TPC-TC(C0)-CD-22-0644,IFA,2022/08/15,2022/07/15,XH73-4300-002,Field Instrument Air Piping and Tubing Layout of Seawater Area (2/2),B,A,Field Instrument Air Piping and Tubing Layout of GT1-1 (1 of 2)...etc,TC0-1-III02-D2136,王鵬豪  Ext.:25199,IN-0207,A
71,TPC-TC(C0)-CD-22-0644,IFA,2022/08/15,2022/07/15,XH73-4400-001,Field Instrument Air Piping and Tubing Layout of Fire Water and Raw Water Pump House (1/2),B,A,Field Instrument Air Piping and Tubing Layout of GT1-1 (1 of 2)...etc,TC0-1-III02-D2186,王鵬豪  Ext.:25199,IN-0207,A
72,TPC-TC(C0)-CD-22-0644,IFA,2022/08/15,2022/07/15,XH73-4400-002,Field Instrument Air Piping and Tubing Layout of Fire Water and Raw Water Pump House (2/2),B,A,Field Instrument Air Piping and Tubing Layout of GT1-1 (1 of 2)...etc,TC0-1-III02-D2187,王鵬豪  Ext.:25199,IN-0207,A
