,TRANSMITTALNO,ISSUEPURPOSE,PLANNEDCLIENTRETURNDATE,ISSUEDATE,DOCVERSIONNO,DOCVERSIONDESC,DOCREV,DOCCLASS,TRDESC,CLIENTDOCNO,LE,ISSNO,DOCDOCCLASS
10,TPC-TC(C0)-CD-22-1458,IFA,2022/11/20,2022/10/21,XG31-321R-006,A/G PIPING ARRANGEMENT DRAWING FOR UNIT1 PIPE RACK AREA 321R (6/24),B,A,"A/G PIPING ARRANGEMENT DRAWING FOR 311R,321R,331R",TC0-1-APD02-D5013,施韋考  Ext.:26356,PP-0178,A
11,TPC-TC(C0)-CD-22-1458,IFA,2022/11/20,2022/10/21,XG31-321R-007,A/G PIPING ARRANGEMENT DRAWING FOR UNIT1 PIPE RACK AREA 321R (7/24),B,A,"A/G PIPING ARRANGEMENT DRAWING FOR 311R,321R,331R",TC0-1-APD02-D5014,施韋考  Ext.:26356,PP-0178,A
12,TPC-TC(C0)-CD-22-1458,IFA,2022/11/20,2022/10/21,XG31-321R-008,A/G PIPING ARRANGEMENT DRAWING FOR UNIT1 PIPE RACK AREA 321R (8/24),B,A,"A/G PIPING ARRANGEMENT DRAWING FOR 311R,321R,331R",TC0-1-APD02-D5015,施韋考  Ext.:26356,PP-0178,A
13,TPC-TC(C0)-CD-22-1458,IFA,2022/11/20,2022/10/21,XG31-321R-009,A/G PIPING ARRANGEMENT DRAWING FOR UNIT1 PIPE RACK AREA 321R (9/24),B,A,"A/G PIPING ARRANGEMENT DRAWING FOR 311R,321R,331R",TC0-1-APD02-D5016,施韋考  Ext.:26356,PP-0178,A
14,TPC-TC(C0)-CD-22-1458,IFA,2022/11/20,2022/10/21,XG31-321R-010,A/G PIPING ARRANGEMENT DRAWING FOR UNIT1 PIPE RACK AREA 321R (10/24),B,A,"A/G PIPING ARRANGEMENT DRAWING FOR 311R,321R,331R",TC0-1-APD02-D5017,施韋考  Ext.:26356,PP-0178,A
15,TPC-TC(C0)-CD-22-1458,IFA,2022/11/20,2022/10/21,XG31-321R-011,A/G PIPING ARRANGEMENT DRAWING FOR UNIT1 PIPE RACK AREA 321R (11/24),B,A,"A/G PIPING ARRANGEMENT DRAWING FOR 311R,321R,331R",TC0-1-APD02-D5018,施韋考  Ext.:26356,PP-0178,A
16,TPC-TC(C0)-CD-22-1458,IFA,2022/11/20,2022/10/21,XG31-321R-012,A/G PIPING ARRANGEMENT DRAWING FOR UNIT1 PIPE RACK AREA 321R (12/24),B,A,"A/G PIPING ARRANGEMENT DRAWING FOR 311R,321R,331R",TC0-1-APD02-D5019,施韋考  Ext.:26356,PP-0178,A
17,TPC-TC(C0)-CD-22-1458,IFA,2022/11/20,2022/10/21,XG31-321R-013,A/G PIPING ARRANGEMENT DRAWING FOR UNIT1 PIPE RACK AREA 321R (13/24),B,A,"A/G PIPING ARRANGEMENT DRAWING FOR 311R,321R,331R",TC0-1-APD02-D5020,施韋考  Ext.:26356,PP-0178,A
18,TPC-TC(C0)-CD-22-1458,IFA,2022/11/20,2022/10/21,XG31-321R-014,A/G PIPING ARRANGEMENT DRAWING FOR UNIT1 PIPE RACK AREA 321R (14/24),B,A,"A/G PIPING ARRANGEMENT DRAWING FOR 311R,321R,331R",TC0-1-APD02-D5021,施韋考  Ext.:26356,PP-0178,A
19,TPC-TC(C0)-CD-22-1458,IFA,2022/11/20,2022/10/21,XG31-321R-015,A/G PIPING ARRANGEMENT DRAWING FOR UNIT1 PIPE RACK AREA 321R (15/24),B,A,"A/G PIPING ARRANGEMENT DRAWING FOR 311R,321R,331R",TC0-1-APD02-D5022,施韋考  Ext.:26356,PP-0178,A
20,TPC-TC(C0)-CD-22-1458,IFA,2022/11/20,2022/10/21,XG31-321R-016,A/G PIPING ARRANGEMENT DRAWING FOR UNIT1 PIPE RACK AREA 321R (16/24),B,A,"A/G PIPING ARRANGEMENT DRAWING FOR 311R,321R,331R",TC0-1-APD02-D5023,施韋考  Ext.:26356,PP-0178,A
21,TPC-TC(C0)-CD-22-1458,IFA,2022/11/20,2022/10/21,XG31-321R-017,A/G PIPING ARRANGEMENT DRAWING FOR UNIT1 PIPE RACK AREA 321R (17/24),B,A,"A/G PIPING ARRANGEMENT DRAWING FOR 311R,321R,331R",TC0-1-APD02-D5024,施韋考  Ext.:26356,PP-0178,A
22,TPC-TC(C0)-CD-22-1458,IFA,2022/11/20,2022/10/21,XG31-321R-018,A/G PIPING ARRANGEMENT DRAWING FOR UNIT1 PIPE RACK AREA 321R (18/24),B,A,"A/G PIPING ARRANGEMENT DRAWING FOR 311R,321R,331R",TC0-1-APD02-D5025,施韋考  Ext.:26356,PP-0178,A
23,TPC-TC(C0)-CD-22-1458,IFA,2022/11/20,2022/10/21,XG31-321R-019,A/G PIPING ARRANGEMENT DRAWING FOR UNIT1 PIPE RACK AREA 321R (19/24),B,A,"A/G PIPING ARRANGEMENT DRAWING FOR 311R,321R,331R",TC0-1-APD02-D5026,施韋考  Ext.:26356,PP-0178,A
24,TPC-TC(C0)-CD-22-1458,IFA,2022/11/20,2022/10/21,XG31-321R-020,A/G PIPING ARRANGEMENT DRAWING FOR UNIT1 PIPE RACK AREA 321R (20/24),B,A,"A/G PIPING ARRANGEMENT DRAWING FOR 311R,321R,331R",TC0-1-APD02-D5027,施韋考  Ext.:26356,PP-0178,A
25,TPC-TC(C0)-CD-22-1458,IFA,2022/11/20,2022/10/21,XG31-321R-021,A/G PIPING ARRANGEMENT DRAWING FOR UNIT1 PIPE RACK AREA 321R (21/24),B,A,"A/G PIPING ARRANGEMENT DRAWING FOR 311R,321R,331R",TC0-1-APD02-D5028,施韋考  Ext.:26356,PP-0178,A
26,TPC-TC(C0)-CD-22-1458,IFA,2022/11/20,2022/10/21,XG31-321R-022,A/G PIPING ARRANGEMENT DRAWING FOR UNIT1 PIPE RACK AREA 321R (22/24),B,A,"A/G PIPING ARRANGEMENT DRAWING FOR 311R,321R,331R",TC0-1-APD02-D5029,施韋考  Ext.:26356,PP-0178,A
27,TPC-TC(C0)-CD-22-1458,IFA,2022/11/20,2022/10/21,XG31-321R-023,A/G PIPING ARRANGEMENT DRAWING FOR UNIT1 PIPE RACK AREA 321R (23/24),B,A,"A/G PIPING ARRANGEMENT DRAWING FOR 311R,321R,331R",TC0-1-APD02-D5030,施韋考  Ext.:26356,PP-0178,A
28,TPC-TC(C0)-CD-22-1458,IFA,2022/11/20,2022/10/21,XG31-321R-024,A/G PIPING ARRANGEMENT DRAWING FOR UNIT1 PIPE RACK AREA 321R (24/24),B,A,"A/G PIPING ARRANGEMENT DRAWING FOR 311R,321R,331R",TC0-1-APD02-D5031,施韋考  Ext.:26356,PP-0178,A
29,TPC-TC(C0)-CD-22-1458,IFA,2022/11/20,2022/10/21,XG31-331R-001,A/G PIPING ARRANGEMENT DRAWING FOR UNIT 1 PIPE RACK AREA 331R (1/5),B,A,"A/G PIPING ARRANGEMENT DRAWING FOR 311R,321R,331R",TC0-1-APD02-D5032,施韋考  Ext.:26356,PP-0178,A
30,TPC-TC(C0)-CD-22-1458,IFA,2022/11/20,2022/10/21,XG31-331R-002,A/G PIPING ARRANGEMENT DRAWING FOR UNIT 1 PIPE RACK AREA 331R (2/5),B,A,"A/G PIPING ARRANGEMENT DRAWING FOR 311R,321R,331R",TC0-1-APD02-D5033,施韋考  Ext.:26356,PP-0178,A
31,TPC-TC(C0)-CD-22-1458,IFA,2022/11/20,2022/10/21,XG31-331R-003,A/G PIPING ARRANGEMENT DRAWING FOR UNIT 1 PIPE RACK AREA 331R (3/5),B,A,"A/G PIPING ARRANGEMENT DRAWING FOR 311R,321R,331R",TC0-1-APD02-D5034,施韋考  Ext.:26356,PP-0178,A
32,TPC-TC(C0)-CD-22-1458,IFA,2022/11/20,2022/10/21,XG31-331R-004,A/G PIPING ARRANGEMENT DRAWING FOR UNIT 1 PIPE RACK AREA 331R (4/5),B,A,"A/G PIPING ARRANGEMENT DRAWING FOR 311R,321R,331R",TC0-1-APD02-D5035,施韋考  Ext.:26356,PP-0178,A
33,TPC-TC(C0)-CD-22-1458,IFA,2022/11/20,2022/10/21,XG31-331R-005,A/G PIPING ARRANGEMENT DRAWING FOR UNIT 1 PIPE RACK AREA 331R (5/5),B,A,"A/G PIPING ARRANGEMENT DRAWING FOR 311R,321R,331R",TC0-1-APD02-D5036,施韋考  Ext.:26356,PP-0178,A
